,percent_NH_WHITE,percent_NH_BLACK,percent_NH_AMIN,percent_NH_ASIAN,percent_NH_NHPI,percent_NH_OTHER,percent_NH_2MORE,percent_HISP,percent_H_WHITE,percent_H_BLACK,percent_H_AMIN,percent_H_ASIAN,percent_H_NHPI,percent_H_OTHER,percent_H_2MORE,percent_LESS_10K,percent_10K_15K,percent_15K_20K,percent_20K_25K,percent_25K_30K,percent_30K_35K,percent_35K_40K,percent_40K_45K,percent_45K_50K,percent_50K_60K,percent_60K_75K,percent_75K_100K,percent_100K_125K,percent_125K_150K,percent_150K_200K,percent_200K_MORE,vote_GARCIA_2015
0,0.83840671,0.017078014,0,0.035849493,0,0.00045466,0.012743093,0.095468031,0.062248917,0.001820499,0.000455125,0,0,0.02548215,0.00546134,0.061163139,0.110266906,0.060037851,0.082955374,0.078440445,0.050791999,0.032539315,0.066811047,0.034879262,0.080623334,0.175241418,0.131746432,0.071621824,0.046827739,0.021896823,0.023565584,0.467532468
1,0.033927058,0.901611535,0.001696353,0.002544529,1.66E-10,0.001696353,0.032230703,0.026293469,0.000848176,0.009329941,0.000848176,0,0,0.005937235,0.009329941,0.31241469,0.178263689,0.133859595,0.087451125,0.126610205,0.039830341,0.05419197,0.069318743,0.031902059,0.197470017,0.138643652,0.122079039,0.100802809,0.041898324,0.055152002,0.14192362,0.171779141
2,0.380173245,0.281520696,0.001924928,0.091915302,0,0.001924928,0.025505293,0.217035608,0.108758422,0.006256016,0.009143407,0.000481232,0,0.07940327,0.012993262,0.128484739,0.098613003,0.072575154,0.044867594,0.068222038,0.045750327,0.032835621,0.03846202,0.016640892,0.050787501,0.03227553,0.010053352,0.023738953,0.008180943,0.020295474,0.018370545,0.311188811
3,0.01013715,0.95110316,0.001192606,0.001788909,0,0.000596303,0.016696482,0.018485391,0.003577818,0.008944544,0,0.000596303,0,0.004770423,0.000596303,0.149871649,0.106042833,0.052108182,0.061858865,0.009427748,0.019254618,0.023233254,0.016469515,0.011496398,0.026528947,0.029885647,0.013400384,0.02303292,0.006360799,2.48E-10,0.000750003,0.351111111
4,0.573498965,0.243616288,0.002760524,0.119392684,0.000690131,0.002070393,0.011042098,0.046928916,0.028295376,0.005521049,0,0,0,0.011042098,0.002070393,0.218115199,0.12189516,0.025534845,0.008971705,3.39E-10,0.037138063,0.009661837,0.012981601,5.81E-10,0.020176629,0.046670894,0.040220488,0.090562474,0.042268337,0.036317051,0.021682151,0.61971831
5,0.007889546,0.950032873,0,0.018408941,0,0.000657462,0.006574622,0.016436555,0.000657462,0.015121631,0,0.000657462,0,0,0,0.1151005,0.110164129,0.022628422,0.020833278,0.048607526,0.002198411,0.009502698,0.00349037,0.004501065,0.001478659,0.009014998,0.016860742,0.001503554,0.002490571,0,8.62E-11,0.480225989
6,0.036231884,0.236111113,0.002415459,0.001207729,0,0,0.015700483,0.708333332,0.310386472,0.016304348,0.003019324,0,0,0.358695652,0.019927536,0.169266051,0.100294024,0.06052479,0.051923221,0.03885841,0.023669738,0.021507464,0.017668584,0.005738752,0.022799592,0.060244951,0.04750657,0.037438003,0.000288886,0.009543911,0.001506933,0.250859107
7,0.004251299,0.974019839,0.000944733,0.000472367,0.000472367,0,0.003778932,0.016060463,0.002834199,0.002834199,0,0,0,0.008974965,0.0014171,0.034955128,0.076995742,0.006613132,0.03259329,0.00944733,0.03778932,0.026924891,0.026452525,0.007085498,0.010392064,0.04723665,0.010392064,0.015115728,0.01747756,0.015115728,3.32E-10,0.482625483
8,0.016658501,0.951494365,0.000979912,0.003429691,0.000979912,0.002449779,0.013718766,0.010289074,0.004409603,0.002939735,0,0,0,0.000979912,0.001959824,0.162612036,0.079675135,0.03578847,0.036338917,0.020557532,0.022206107,0.025438686,0.031190289,0.004241786,0.028505694,0.015948457,0.015856748,0.00335457,0.001624542,0.004872016,4.35E-10,0.225806452
9,0.025232777,0.589876914,0.002417528,0.001611686,0,0,0.005640899,0.375220195,0.170536129,0.013699327,0,0,0,0.177285411,0.013699327,0.138962696,0.128931273,0.071409999,0.044933147,0.012122625,0.01866746,0.016647023,0.016653028,0.012183817,0.029635898,0.036257504,0.016763399,0.005528611,8.44E-11,0.012306198,1.32E-10,0.22754491
10,0.362485643,0.320675087,0.001917913,0.125815112,0,0.003835826,0.025316455,0.159953963,0.062140391,0.006520905,0.003068661,0.000383583,0,0.078634439,0.009205984,0.047395376,0.060329824,0.023103901,0.046075758,0.022115752,0.043771122,0.01968535,0.064058297,0.012415695,0.086529808,0.05480921,0.046137269,0.023542726,8.87E-10,2.13E-09,1.31E-09,0.288235294
11,0.001675042,0.967615857,0.00614182,0.000558347,0,0.001116695,0.012283641,0.010608598,0.001675042,0.006700167,0.000558347,0,0,0.001116695,0.000558347,0.11017242,0.078514994,0.055395644,0.028945801,0.023846671,0.033346108,0.026175342,0.004333418,0.023064675,0.00375809,0.005556955,0.00120277,0.002004615,0.00114767,0,0.001958699,0.512396694
12,0.028985507,0.921962098,0.008918618,0.002229655,0,0.003344482,0.020066888,0.014492753,0.003344482,0.001114827,0,0,0,0.008918617,0.001114827,0.20356601,0.148827282,0.092542595,0.049862438,0.054995335,0.054995336,0.045047884,0.061464328,0.003602128,0.030729077,0.029460312,0.021733233,0.042040089,0.022561498,0.020653851,0.020882995,0.441176471
13,0.666213459,0.101971449,0.00067981,0.032630863,0,0.002039429,0.014955812,0.181509178,0.072739633,0.002719239,0,0.001359619,0,0.099932019,0.004758668,0.052163492,0.089329972,0.040006751,1.07E-08,5.19E-10,0.005304765,0.006630953,0.021703772,0.025418653,0.031432915,0.029764941,0.024473165,0.040370722,0.020756525,0.046347803,0.112989599,0.242647059
14,0.133333334,0.699186994,0.002439024,0.100813005,0,0,0.020325203,0.043902439,0.01300813,0.006504065,0.007317073,0,0,0.014634146,0.002439024,0.318850141,0.104887288,0.075061798,0.092487764,0.053713357,0.049798932,0.01773989,0.014174088,0.031403619,0.055938273,0.06550639,0.051001964,0.031520366,0.026559095,0.025142265,0.015409704,0.346801347
15,0.108361204,0.601337793,0.001337793,0.254849498,0,0,0.017391304,0.016722408,0.00735786,0.002675585,0,0.002675585,0,0.002675585,0.001337793,0.16991755,0.082006721,0.063783046,0.084679854,0.074764671,0.046988922,0.000954652,0.001348884,0.013106802,0.004392703,0.018420595,0.026335323,0.010419576,0.009264123,0.019484127,0.015761157,0.67281106
16,0.400869545,0.382608706,0.003478261,0.036521747,0,0.002608695,0.033043478,0.140869566,0.051304348,0.009565217,0.000869565,1.17E-10,0,0.060869567,0.018260869,0.209024523,0.105854537,0.050280998,0.085411085,0.045925012,0.047675583,0.033731829,0.039212761,0.005639016,0.056632088,0.025707116,0.029379621,0.030416557,0.02163581,0.013519501,0.021990865,0.176136364
17,0.000795545,0.945107399,0.00159109,0,0,0.00159109,0.00318218,0.047732697,0.007159905,0.010342084,0.002386635,0,0,0.023866348,0.003977725,0.07465016,0.095631011,0.04765574,0.022828884,0.010592257,0.007694163,0.021990021,0.00533512,0.021680463,0.003789041,0.018084252,0.008942015,0.001193833,0.001656199,0.000292271,0.00168095,0.367041199
18,0.434566546,0.049696298,0.000552181,0.321921584,0.002208724,0.004417449,0.023191606,0.163445611,0.095527332,0.00496963,0.000552181,0,0,0.050248485,0.012147983,0.0370667,0.065629822,0.028946897,0.028656755,0.013111126,0.026753838,0.024327684,0.034450531,0.003932742,0.035723269,0.041280967,0.034060566,0.040837694,0.02934013,0.021549385,0.009219366,0.212264151
19,0.17683806,0.563671315,0.000480538,0.130706389,0,0.003844306,0.031715522,0.09274387,0.033637673,0.008169149,0.000480538,0.002402691,0,0.040365207,0.007688611,0.103571205,0.056723439,0.02282224,0.037675755,0.021856358,0.015172191,0.0170492,0.017997972,0.00313077,0.021864059,0.006984026,0.011784339,0.016828903,0.002639704,0.002889942,0.007937072,0.257839721
20,0.015748031,0.956036745,0.000656168,0,0,0.001312336,0.005905512,0.020341207,0.00328084,0.007874016,0,0,0,0.009186352,0,0.092110046,0.077186029,0.059770397,0.018372705,0.052360183,0.029843285,0.018372705,0.006561681,0.006990891,0.001519529,0.028294107,0.031496065,0.011811026,0.011811024,0.00656168,1.97E-18,0.1125
21,0.510542203,0.328313224,0.00376506,0.066265058,0,0.000753012,0.018072291,0.072289152,0.043674699,0.00376506,0.000753012,0,0,0.015813248,0.008283133,0.16147186,0.088438651,0.027387455,0.043934043,0.038228322,0.059339481,0.055916052,0.01141144,0.032522601,0.030240317,0.030240316,0.028528609,0.018828876,2.31E-09,0.062192341,0.01997002,0.294117647
22,0.838200479,0.031570628,0.000789266,0.074190998,5.84E-10,0.001578533,0.021310183,0.032359912,0.024467253,0.001578531,0,0.000789265,0,0.002367801,0.003157062,0.142880814,0.091864357,0.113269394,0.046764705,0.032831936,0.023370299,0.033052066,0.060422919,0.064394396,0.198764817,0.219509956,0.20312009,0.192935401,0.123756362,0.144875105,0.213157968,0.261904762
23,0.0333069,0.914353689,0.000793021,0.00555115,0,0.003172085,0.016653449,0.026169705,0.011102299,0.006344171,0.000793021,0,0,0.007137193,0.000793021,0.140792582,0.091845357,0.051198666,0.045558994,0.009026385,0.03445682,0.02635467,0.025896179,0.003598824,0.016911228,0.02676243,0.013567591,0.026636498,0.005198063,0.017618241,0.001340416,0.463157895
24,0.630505713,0.121533439,4.17E-11,0.159053833,0,2.09E-11,0.026101141,0.062805874,0.03670473,0.002446982,2.09E-11,6.82E-10,0,0.017944535,0.005709625,0.175887302,0.094035044,0.109589408,0.014410935,0.066646573,1.49E-10,0.005194485,0.025775281,0.014814182,0.05672779,0.158841327,0.292960013,0.262752385,0.116410952,0.171683054,0.264863075,0.481203008
25,0.529485442,0.059201094,0.003274052,0.007328661,0,0,0.004911077,0.395799673,0.199489419,0.007366616,0.015551745,0,0,0.150511487,0.022880406,0.021800348,0.092242931,0.020647152,5.23E-12,0.01892993,0.014197448,0.004206651,0.014197448,0.014239473,0.025618836,0.057119869,0.044912865,0.063519368,0.00731642,0.011294026,0.036193686,0.178571429
26,0.010065127,0.967436352,0.002368265,0,0,0,0.008288928,0.011841329,0.002368266,0.007104795,0,0,0,0.001184134,0.001184133,0.07300907,0.066041517,0.041381028,0.013912917,0.025426182,0.016232999,0.008130544,0.022342721,0.001995322,0.008150841,0.013763607,0.034292964,0.000843451,0,0.001662768,0.002660428,0.165898618
27,0.508794784,0.246905536,0.002605863,0.05863193,0,0.005863192,0.031270359,0.145928337,0.077524428,0.004560261,0.001302932,0,0,0.050814332,0.011726384,0.11854682,0.072279142,0.095153703,0.076530193,0.013089128,0.015662268,0.027746098,0.012394358,0.006745638,0.040514131,0.021957928,0.03224766,0.028958048,0.012113263,0.026983203,0.000227123,0.192513369
28,0.493020653,0.037409269,0.000558347,0.244556115,0.001675042,0.000558348,0.018983808,0.203238417,0.095477391,0.001116695,0.00614182,0.003350084,0.002233389,0.078726967,0.016192072,0.102760971,0.061199098,0.038974252,0.020861463,0.003942333,0.004906037,0.028586772,0.026835393,0.014398486,0.029396439,0.029498193,0.038536792,0.040579244,0.021502798,0.016184921,0.011050322,0.421052632
29,0.17706098,0.596415715,0.002867383,0.126881722,0.001433692,0.000716846,0.032258063,0.062365599,0.037275988,0.006451612,6.95E-10,0.002150538,0,0.013620076,0.002867385,0.119466027,0.077401051,0.044658003,0.02909289,0.009461729,0.017138868,0.026577274,0.002931653,0.01778409,0.025322294,0.043913354,0.019084911,0.034592409,0.029646888,0.035667709,0.010572549,0.187755102
30,0.001993355,0.984053156,0.001328904,0.000664452,0,0,0.006644518,0.005315615,3.47E-12,0.004651163,0,0,0,0.000664452,0,0.138712725,0.071221365,0.058584994,0.066143287,0.032601243,0.022618373,0.040318068,0.047669797,0.006821548,0.030305193,0.014891988,0.013519884,0.00382925,0.003558821,0.005133972,0.008781349,0.380403458
31,0.006123699,0.970606246,0.00061237,6.34E-12,0,3.17E-12,0.012247397,0.010410288,0.00122474,0.004286589,0,0,0,0.003061849,0.00183711,0.099782109,0.064619273,0.050817574,0.013543746,0.021443081,0.022747214,0.004969667,0.01179572,0.011353298,0.025371626,0.022811211,0.02853938,0.051950164,0.008075686,3.64E-10,2.75E-10,0.214689266
32,0.016260163,0.949002218,0.000739098,0.001478197,0,0.000739098,0.020694752,0.011086474,0.002217295,0.003695492,0,0.000739098,0,0,0.00443459,0.207665568,0.077801731,0.071251036,0.041947891,0.02679488,0.029576267,0.046942401,0.030757233,0.019867763,0.036465646,0.025192507,0.060785168,0.029466307,0.025218991,8.86E-11,0.036295247,0.516393443
33,0.028837998,0.94317218,0.000848176,0.016963528,0,0,0.007633588,0.002544529,0.002544529,0,0,0,0,0,0,0.165467685,0.088905019,0.055057859,0.042018232,0.01025175,0.024581323,0.005697377,0.007666474,0.005142134,0.025056104,0.008332434,0.024407039,0.006568246,0.013631829,0.004273032,0.013623898,0.265151515
34,0.529826456,0.246203909,0.004338395,0.079718006,0.000542299,0.003253796,0.032537962,0.103579176,0.039587853,0.007592191,0.010845987,0,0,0.037418655,0.008134491,0.051377618,0.056809435,0.058593922,0.042618144,0.028226309,0.048651386,0.03024767,0.062098821,0.032546745,0.046828248,0.028200437,0.021491297,0.029657207,0.008913481,0.021347273,0.000150297,0.173611111
35,0.001850139,0.976873265,0.002775208,0,0,0.000925069,0.008325625,0.009250694,0.001850139,0.006475486,0,0,0,0,0.000925069,0.100630567,0.096462929,0.0457049,0.033196692,0.065844645,0.040354662,0.00664487,0.010459852,0.009050219,0.024098484,0.012468389,0.002899728,0.006402482,0,0.014280524,0,0.271812081
36,0.035060976,0.534298779,0.000762195,0.00152439,3.24E-13,0.000762195,0.011432927,0.416158538,0.153201215,0.006859757,0.006097561,0,0,0.227134145,0.022865859,0.126200469,0.079142668,0.047770803,0.013546948,0.067021719,0.013546945,0.022815906,0.016398935,2.40E-09,0.037788841,0.03351086,0.017111931,0.018537924,0.003564985,1.23E-09,0.003564985,0.176923077
37,0.007446808,0.979787234,0.00212766,5.28E-11,0,0,0.007446809,0.00319149,0.000531915,0.00212766,2.64E-11,0,0,0.000531915,5.28E-11,0.057948214,0.055171866,0.033152032,0.024194935,0.049794644,0.016231819,0.009161727,0.00323074,0.00911265,0.027582052,0.014172908,0.002838804,0.005832432,0.00963825,0,0.004255319,0.153153153
38,0.00143472,0.979913914,0.001912961,0,0,0,0.008130083,0.008608323,0.002869441,0.003347681,0,0,0,0.001912961,0.00047824,0.203071186,0.048213058,0.046927008,0.012778679,0.0264395,0.012602746,4.31E-10,0.027983248,0.010337919,0.009599496,0.012384687,0.003322903,0.009564803,0,2.81E-11,0.003825921,0.257234727
39,0.472507808,0.234242317,0.000447027,0.16987035,0,0.006258382,0.034421103,0.082253013,0.054537321,0.002235136,0,4.87E-10,0,0.017881091,0.007599464,0.102447244,0.044912851,0.019478356,0.021424205,0.028839734,0.02458621,0.035268808,0.023357102,0.016290156,0.039219803,0.056495837,0.046405056,0.014810908,0.009334896,0.010465562,0.042539549,0.483412322
40,0.537927049,0.273885344,0.000579039,0.097278517,0,0.002895194,0.024319629,0.063115228,0.037637522,0.004053272,0,0.000579039,0,0.015634047,0.005211349,0.126666885,0.057337342,0.007517803,0.074427335,0.013317888,0.118722757,0.002690585,0.047556353,0.010573068,0.06270289,0.094195851,0.07233341,0.095091331,0.024072639,0.012159815,0.036381929,0.316513761
41,0.034266611,0.760969501,0.002925198,0.005850397,0,0,0.006686168,0.189302124,0.068951104,0.009193481,0.001253656,0,0.000417886,0.100292517,0.009193481,0.056920041,0.04048107,0.043010604,0.018587263,0.02053637,0.006453543,0.019630972,0.007014378,0.023057299,0.027930914,0.027106053,0.029940906,0.011036921,0.006268282,0.010686957,1.80E-10,0.23853211
42,4.44E-11,0.985791605,0.00202977,0,0,0,0.0067659,0.005412725,2.50E-09,0.00473613,0,0,0,5.48E-10,0.000676592,0.259249606,0.065078875,0.03825932,0.06146579,0.04745717,0.029478491,0.012544039,0.019443261,0.00873579,0.013633304,0.01254404,0.010662434,0.021069652,1.47E-10,1.81E-10,9.97E-11,0.281976744
43,0.00135318,0.983761842,0.00135318,0.00135318,0,0,0.00405954,0.008119079,0.006765899,1.39E-11,0.00135318,0,0,0,0,0.099324745,0.128246267,6.58E-09,0.034400608,0.07052645,0.036121104,0.018105582,0.047766487,1.67E-10,0.048676508,0.074180739,0.067848525,0.016209702,0.00900539,0.008147511,9.38E-11,0.419243986
44,0.007660577,0.758397176,0,0.002357101,0,0.00117855,0.005303477,0.225103119,0.072480847,0.008839128,0.003535651,0,0,0.130819089,0.009428403,0.116512901,0.055140781,0.016909966,0.045650473,0.018406404,0.009268792,0.005097808,0.005137477,0.0138971,0.025861805,0.008499306,0.007751421,0.00337263,0.000279995,0.000130081,0.001399977,0.228571429
45,0.005215124,0.973272491,0.001303781,0,0,0.000651891,0.013037809,0.006518905,0,0.001955671,0,0,0,0.001303781,0.003259452,0.063096331,0.060960522,0.019076939,0.025806978,0.055502428,0.015885134,0.016496947,0.001243692,0.005059338,0.02264624,0.036020196,0.043502843,0.004461506,0.002357299,0,0,0.647435897
46,0.648083634,0.003484321,0,0.214285707,0,0,0.006968641,0.127177697,0.08362369,0,0.00174216,0,0,0.038327527,0.003484321,0.270860637,0.162032703,0.024183987,0.03506678,0.072551956,0.029020783,0.006045998,0.068924358,0.021765588,0.039903579,0.064087562,0.079807153,0.038694378,0.047158772,0.015719592,0.015719592,0.509225092
47,0.002239642,0.981522956,0.003359462,0.001119821,0,0.00055991,0.008398656,0.002799552,0,0.002239642,0,0,0,0,0.00055991,0.136618134,0.052071664,0.005039195,0.053191486,0.006159014,0.015117581,0.017357222,4.86E-10,0.023516236,0.02967525,0.026875699,2.02E-10,0.013437849,0.017917132,0,0,0.376106195
48,0.118906943,0.804283604,0.002215657,0.025849335,0,0.003692762,0.022895125,0.022156573,0.010339733,0.005169867,0,0.000738552,0,0.003692762,0.002215657,0.111989522,0.068640272,0.027883669,0.062939186,0.022854683,0.031449167,0.023067475,0.026170833,0.011247356,0.031691369,0.028510156,0.038363102,0.02840502,0.016034097,0.010509988,0.068541397,0.557377049
49,0.557070707,0.120707071,0.000505051,0.225757576,0.001010101,0.002020202,0.026262626,0.066666667,0.043939394,0.000505051,0,0,0.000505051,0.016161616,0.005555556,0.080016835,0.046923599,8.42E-11,0.006472221,0.009708331,0.014677578,0.003775462,0.007011572,0.019054655,0.063375957,0.043680175,0.128922628,0.062484047,0.081691568,0.126659989,0.078114072,0.642857143
50,0.002895753,0.969111969,0.000965251,0.001930502,0,0,0.018339769,0.006756757,0.003861004,0.001930502,0,0,0,0,0.000965251,0.205898602,0.089325808,0.064455948,0.036553025,0.026246609,0.03062986,0.040822658,0.009672762,0.00626215,0.00459481,0.028793688,0.002901829,0.002579405,0.00668576,0,0.005571467,0.590062112
51,0.122322435,0.016347238,0.000563698,0.089064262,0,0,0.00789177,0.763810597,0.456031567,0.006200676,0.009019166,0.001127396,0,0.259864712,0.03156708,0.072119916,0.051981175,0.034845373,0.0480708,0.024708542,0.053579992,0.037288069,0.037582821,0.064177893,0.052105007,0.063382355,0.05368048,0.033943268,0.005889365,0.007994712,0.002896229,0.379182156
52,0.039640248,0.090642351,0.0017674,0.007322084,0,0.001514914,0.004039771,0.855073234,0.332774911,0.004544742,0.008836998,0,0,0.476208321,0.032708262,0.022598261,0.023270173,0.026184796,0.035445458,0.0210474,0.014496806,0.015616406,0.018038382,0.008455636,0.010405458,0.014799981,0.006924862,1.44E-10,0.001933819,0.000301702,0,0.549222798
53,0.180930047,0.103165295,0.003907777,0.43571708,0,0.007033999,0.032825322,0.23642048,0.086752636,0.004298554,0.006252442,0.003516999,0,0.122704185,0.012895663,0.02774521,0.035560762,0.012895663,0.0296991,0.040250094,0.010160219,0.01953888,0.025400547,0.01328644,0.005470887,0.009378664,0.057835087,0.022665103,0.011332551,0.004689332,0.004689332,0.2
54,0.002214839,0.970099668,0.00110742,0.00110742,0,0,0.008859358,0.016611296,0,0.013289037,0,0,0,0.00110742,0.002214839,0.062128552,0.10039194,0.009144094,0.016920566,0.008843217,0.004850727,3.34E-10,0.036744515,0.012490888,0.006644518,0.066326706,0.027387963,0.022598922,0.008118096,0.002833382,0.015630116,0.146596859
55,0.006722689,0.976470588,4.02E-12,0.001680673,0,0,0.005042017,0.010084033,0,0.008403361,0,0,0,0,0.001680672,0.126294734,0.151796557,0.122651602,0.08622044,0.030359319,5.66E-09,0.07771983,0.036431176,0.019429957,0.053432389,0.060718628,0.026716204,0.065576106,1.30E-09,1.75E-09,0.010929351,0.489655172
56,0.426900587,0.307017542,0.003654971,0.134502924,1.18E-11,0.002192982,0.02997076,0.095760234,0.064327485,2.35E-11,0.000730994,0.003654971,0,0.019005848,0.008040936,0.05069428,0.066017454,0.037667344,0.017010033,0.032504775,0.008884719,0.006014868,0.00733544,9.11E-05,0.007108481,0.010414379,0.017587173,0.010469755,0.004283313,0.003918776,2.55E-10,0.242424242
57,0.025862071,0.925287353,0.000718391,0.001436783,0,0,0.031609195,0.015086208,0.003591955,0.007902299,0,0,0,0.002155173,0.001436782,0.100128781,0.064759756,0.032382633,0.048666668,0.012444183,0.020238649,0.019392449,0.009008266,0.001621489,0.014773553,0.022509879,0.022719118,0.016760882,0.005585124,0.001441322,0.035538162,0.416666667
58,0.015898255,0.950715415,0.010333862,0.001589825,0,0,0.010333863,0.011128779,0.000794914,0.005564387,0,0,0,0.003974564,0.000794913,0.168480228,0.071148745,0.031874638,0.021629219,0.00626109,0.015937319,2.11E-10,0.017075699,0.00739947,0.015937319,0.01593732,0.026751929,0.01024542,0.019352459,8.20E-10,0.00739947,0.420382166
59,0.325051763,0.039337474,0,0.051759834,0.001035197,0.001035197,0.01552795,0.566252586,0.328157349,0.016563147,0.00621118,0.002070393,0,0.198757763,0.014492754,0.033102831,0.092444297,0.023346175,0.027180196,0.011155378,0.020903729,0.024431428,0.011283623,0.016410713,0.018348489,0.067114001,0.0416543,0.027534031,0.021795456,0.025380135,0.02954308,0.389880952
60,0.005606167,0.981779957,0.000700771,0,0,0.000700771,0.002803084,0.00840925,0.000700771,0.004204625,0,0,0.000700771,0.001401542,0.001401542,0.070182276,0.062005975,0.056815899,0.018458159,0.037989808,0.047519486,0.036397428,0.03340419,0.007922569,0.007167699,0.023931715,0.045859713,0.013628024,0.012907178,3.88E-10,0.002714617,0.196428571
61,0.663032198,0.037383176,0.000519211,0.21703011,0.002596054,0,0.02647975,0.052959501,0.04569055,0,0,0.001038422,0,0.004672897,0.001557633,0.160534479,0.045854042,0.02930797,0.020949422,0.037795237,0.039618435,2.39E-10,0.028150331,0.017691175,0.064347061,0.115183157,0.139561279,0.089220561,0.059233864,0.146710405,0.138974792,0.167381974
62,0.622966508,3.75E-10,0,0.312918659,0,0,0.013397129,0.050717703,0.031578947,1.87E-10,0,0.003827751,0,0.010526316,0.004784689,0.146755027,0.084434399,0.15680674,0.014072404,0.043557428,0.067681542,0.006031029,0.018763201,0.023454,0.020773544,0.037526401,0.018093091,0.02479423,1.69E-09,0.025464347,0.035516059,0.340501792
63,0.027070707,0.005656569,0.002828283,0.002424242,0,0.001212121,0.000808081,0.959999997,0.414545453,0.009292929,0.011717172,3.22E-10,0,0.484848483,0.039595958,0.022616435,0.035641414,0.003232327,0.021275869,0.001911414,0.015711714,0.016831426,0.022191101,0.014332787,0.006656021,0.024214579,0.020490718,0.004134453,0.002724406,0.002424242,0,0.4
64,0.409176618,0.101194221,0.002514142,0.027027025,0,0.001885607,0.013199245,0.445003143,0.1627907,0.006913891,0.004399749,0.001257071,0,0.25455688,0.015084852,0.055556122,0.055423199,0.008163107,0.031699465,0.007319483,0.024215974,1.23E-10,0.002499787,0.009881656,0.00819441,0.005663431,0.012029844,0.044330997,0.038675285,0.054111032,0.022255494,0.439716312
65,0.004329004,0.975757576,0.005194805,0,0,0,0.007792208,0.006926407,0.001731602,0.002597403,0,0,0,0.002597403,2.14E-10,0.083225757,0.076016811,0.018626518,0.017268919,0.068029516,0.017632371,0.01888334,0.01494439,0.030230882,0.01565557,0.012581524,0.023068242,0.002998757,0.001344671,0.000481669,0.00025689,0.193939394
66,0.168337364,0.026615971,0.001382648,0.085724163,0.000345662,0.002765295,0.00898721,0.705841686,0.277566538,0.006913239,0.010024196,0.002073971,0.001382648,0.377462844,0.03041825,0.024351889,0.030333304,0.00382168,0.006988239,0.02605157,0.021794809,0.017477378,0.019983044,0.013616342,0.036859371,0.043457697,0.043980468,0.007820592,0.023626414,0.016040713,0.01901307,0.203252033
67,0.247002408,0.308553148,0.003197442,0.209432452,0,0.005595523,0.017585931,0.208633096,0.071143087,0.005595524,0.004796163,0.00079936,0,0.115107915,0.011191047,0.135077184,0.069816182,0.074730877,0.042382409,0.053016334,0.018852382,0.011906941,0.009090995,0.032561606,0.046567995,0.062993199,0.067900527,0.03398582,0.01108221,0.020656181,0.012470614,0.171974522
68,0.475352121,0.387323934,0.001173709,0.051643194,0.001173709,0,0.026995305,0.056338029,0.03286385,0.003521127,0.001173709,0,0.002347418,0.015258216,0.001173709,0.181886222,0.101980512,0.055094858,0.03172486,0.027266371,0.039574483,0.028357108,0.017763486,0.029133253,0.029324852,0.091880677,0.135195633,0.12696185,0.061548876,0.215272878,0.288968002,0.348275862
69,0.165257493,0.705611067,0.003074558,0.029976941,2.07E-12,0,0.013835511,0.08224443,0.030745582,0.01460415,0.00076864,0,7.37E-11,0.033820139,0.002305919,0.192950538,0.066456083,0.048524486,0.027533246,0.01414778,0.01109995,0.040841972,0.009515051,0.041195574,0.025837944,0.069699428,0.051235639,0.04543916,0.03041,0.039195007,0.04909601,0.209205021
70,0.289135534,0.12558411,0.000584112,0.152453276,0.000584112,0.000584113,0.022780377,0.408294367,0.199182236,0.003504673,0.015186913,0,0.000584112,0.172897181,0.016939252,0.019882064,0.05048524,0.015976306,0.042310229,0.034945637,0.019800777,0.03420071,0.020269239,0.018129344,0.032243242,0.046584278,0.048161797,0.024801162,0.010988213,0.021574355,0.001418236,0.054054054
71,0.002724796,0.97729337,0,0,0,0,0.008174387,0.011807448,0,0.006357856,0,0,0,0.005449591,0,0.054106007,0.078209611,0.028939004,0.036703127,0.018611727,0.030521434,1.96E-10,0.007058296,1.03E-09,0.027527345,0.007756115,0.016315458,0.013605558,0.01129327,0.014303378,1.20E-10,0.209836066
72,0.00310752,0.983219391,0.000621504,0,0.000621504,0.000621504,0.001243008,0.010565569,0,0.008079553,0,0,0.000621504,0.000621504,0.001243008,0.05897763,0.053383446,0.027321157,0.028395301,0.021935307,0.028745735,0.018607985,0.011413989,0.013241374,0.014857899,0.021090125,0.011205532,0.006571481,0.001644071,0,0,0.175
73,0.528888898,0.22666666,0,0.072222215,0,0,0.033333335,0.138888893,0.053333337,0.002222221,0.01,0,0,0.066666668,0.006666666,0.135266924,0.095358924,0.034964763,0.028835906,0.046151772,0.002618295,0.012781521,0.017322357,0.022011301,0.028050569,0.045376542,0.033990141,1.75E-09,0.038613328,0.026293476,0.042203372,0.224199288
74,0.007985258,0.947788698,0.001228501,0.001228501,0.000614251,0.000614251,0.016584767,0.023955774,0.003685504,0.014742014,1.93E-11,0,0,0.002457003,0.003071253,0.049792917,0.052516676,0.088294132,0.040540538,1.76E-09,0.018580206,0.003787297,0.051179356,0.015115831,0.009961394,0.076769036,0.008618817,1.45E-09,0.010442259,0.011658478,4.74E-10,0.174061433
75,0.02972561,0.946646341,0.000762195,0.000762195,0,0,0.005335366,0.016768293,0.009146341,0.002286585,0,0,0,0.005335366,1.63E-10,0.097500391,0.065141573,0.050607653,0.021296561,0.024390242,0.026535867,0.011432926,2.55E-09,0.003233584,0.005956602,0.016212821,0.015243901,0.010211314,2.01E-10,2.60E-10,0.003403772,0.468085106
